Model Name,Model RMSE,Model Scatter Index
SVR,0.421002508256606,0.04481819312599672
Ridge,29.81526250443109,3.1738885560908945
Lasso,29.855278519526173,3.178087215867584
MLPRegressor,4.515786056393733,0.4788770881040949
SVR Tuned,0.3284325007461316,0.03496324570369303
Ridge Tuned,29.815290379629083,3.1738912409126083
Lasso Tuned,29.81532401912302,3.1738945088061694
