Model Name,Model RMSE,Model Scatter Index
SVR_tuned,0.06678122983539754,0.3292665455134564
Ridge_tuned,0.049564343636711965,0.24403942612866714
Lasso_tuned,0.051590292956959216,0.2540122318270811
MLPRegressor_tuned,0.004370617563868622,0.02152077379773265
Sequential_tuned,,
